model name,query name,query index,result,time
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,12,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,13,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,14,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,15,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,16,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,2,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,3,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,4,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,5,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,6,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,7,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,8,timeout,2
BridgeAndVehicles-COL-V80P20N10,ReachabilityCardinality.xml,9,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,1,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,10,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,11,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,12,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,13,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,14,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,15,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,16,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,2,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,3,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,4,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,5,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,6,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,7,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,8,timeout,2
BridgeAndVehicles-COL-V80P20N20,ReachabilityCardinality.xml,9,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,1,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,10,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,11,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,12,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,13,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,14,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,15,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,16,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,2,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,3,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,4,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,5,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,6,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,7,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,8,timeout,2
BridgeAndVehicles-COL-V80P20N50,ReachabilityCardinality.xml,9,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,1,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,10,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,11,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,12,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,13,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,14,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,15,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,16,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,2,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,3,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,4,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,5,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,6,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,7,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,8,timeout,2
BridgeAndVehicles-COL-V80P50N10,ReachabilityCardinality.xml,9,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,1,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,10,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,11,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,12,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,13,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,14,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,15,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,16,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,2,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,3,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,4,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,5,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,6,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,7,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,8,timeout,2
BridgeAndVehicles-COL-V80P50N20,ReachabilityCardinality.xml,9,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,1,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,10,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,11,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,12,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,13,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,14,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,15,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,16,timeout,2
CSRepetitions-COL-02,ReachabilityCardinality.xml,16,error,0.12070226669311523
CSRepetitions-COL-02,ReachabilityCardinality.xml,13,error,0.14347505569458008
CSRepetitions-COL-02,ReachabilityCardinality.xml,1,error,0.1583101749420166
CSRepetitions-COL-02,ReachabilityCardinality.xml,2,error,0.13475489616394043
CSRepetitions-COL-02,ReachabilityCardinality.xml,10,error,0.15827512741088867
CSRepetitions-COL-02,ReachabilityCardinality.xml,3,error,0.1375563144683838
CSRepetitions-COL-02,ReachabilityCardinality.xml,5,error,0.14235973358154297
CSRepetitions-COL-02,ReachabilityCardinality.xml,15,error,0.15362977981567383
CSRepetitions-COL-02,ReachabilityCardinality.xml,11,error,0.16428136825561523
CSRepetitions-COL-02,ReachabilityCardinality.xml,14,error,0.15652775764465332
CSRepetitions-COL-02,ReachabilityCardinality.xml,12,error,0.17495131492614746
CSRepetitions-COL-02,ReachabilityCardinality.xml,4,error,0.1617422103881836
CSRepetitions-COL-02,ReachabilityCardinality.xml,6,error,0.07805824279785156
CSRepetitions-COL-02,ReachabilityCardinality.xml,9,error,0.14491868019104004
CSRepetitions-COL-02,ReachabilityCardinality.xml,8,error,0.15223193168640137
CSRepetitions-COL-02,ReachabilityCardinality.xml,7,error,0.1546497344970703
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,2,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,3,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,4,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,5,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,6,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,7,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,8,timeout,2
BridgeAndVehicles-COL-V80P50N50,ReachabilityCardinality.xml,9,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,1,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,10,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,11,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,12,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,13,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,14,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,15,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,16,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,2,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,3,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,4,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,5,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,6,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,7,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,8,timeout,2
CSRepetitions-COL-03,ReachabilityCardinality.xml,9,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,1,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,10,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,11,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,12,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,13,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,14,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,15,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,16,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,2,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,3,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,4,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,5,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,6,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,7,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,8,timeout,2
CSRepetitions-COL-04,ReachabilityCardinality.xml,9,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,1,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,10,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,11,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,12,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,13,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,14,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,15,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,16,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,2,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,3,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,4,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,5,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,6,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,7,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,8,timeout,2
CSRepetitions-COL-05,ReachabilityCardinality.xml,9,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,1,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,10,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,11,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,12,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,13,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,14,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,15,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,16,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,2,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,3,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,4,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,5,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,6,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,7,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,8,timeout,2
CSRepetitions-COL-07,ReachabilityCardinality.xml,9,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,1,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,10,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,11,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,12,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,13,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,14,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,15,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,16,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,2,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,3,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,4,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,5,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,6,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,7,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,8,timeout,2
CSRepetitions-COL-10,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,1,error,0.36631345748901367
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,12,error,0.4343392848968506
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,13,error,0.37920522689819336
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,10,error,0.5359058380126953
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,11,error,0.5359306335449219
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,14,error,0.4596548080444336
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,2,error,0.41756463050842285
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,15,error,0.4479660987854004
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,4,error,0.46724414825439453
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,5,error,0.50081467628479
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,16,error,0.5121870040893555
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,3,error,0.5144319534301758
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,9,error,0.4381413459777832
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,6,error,0.5561370849609375
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,8,error,0.5010387897491455
CryptoMiner-COL-D03N010,ReachabilityCardinality.xml,7,error,0.5285351276397705
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D03N000,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D03N100,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D05N000,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D05N100,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D05N250,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D10N000,ReachabilityCardinality.xml,9,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,12,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,8,timeout,2
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,1,error,0.04579782485961914
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,10,error,0.04387664794921875
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,13,error,0.012477636337280273
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,12,error,0.01691293716430664
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,11,error,0.02583003044128418
CryptoMiner-COL-D10N100,ReachabilityCardinality.xml,9,timeout,2
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,14,error,0.02564406394958496
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,2,error,0.017099857330322266
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,16,error,0.03193330764770508
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,3,error,0.013552665710449219
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,15,error,0.037845611572265625
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,4,error,0.027193546295166016
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,5,error,0.023432254791259766
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,6,error,0.021921396255493164
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,7,error,0.022623777389526367
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,8,error,0.027022361755371094
DatabaseWithMutex-COL-02,ReachabilityCardinality.xml,9,error,0.02546405792236328
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,1,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,10,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,11,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,12,timeout,2
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,10,error,1.2405591011047363
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,12,error,1.2271201610565186
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,11,error,1.2487969398498535
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,1,error,1.3628900051116943
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,13,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,14,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,15,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,16,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,2,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,3,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,4,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,5,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,6,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,7,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,8,timeout,2
CryptoMiner-COL-D20N100,ReachabilityCardinality.xml,9,timeout,2
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,16,error,1.2245798110961914
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,15,error,1.3708956241607666
DatabaseWithMutex-COL-04,ReachabilityCardinality.xml,13,error,1.3851182460784912
